filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma_cqt_mean,chroma_cqt_var,genre_label,file_path
blues.00010,661500,0.30396515,0.09471249,0.14286481,0.009196141,1410.6753570562125,205315.13237263262,1512.9717892723404,144928.9708782137,2767.5082652561437,1425856.5934589223,0.06298072271671827,0.00044122267994763987,-0.00010939385,0.021780532,8.545922e-05,0.0039746333,161.4990234375,-173.71587,8138.2407,137.14024,1082.1229,-23.767647,1027.1763,26.99174,495.60062,-16.687662,289.83563,4.2143745,159.72736,-12.582618,150.5036,5.8545594,82.49844,-2.8846726,108.591225,-1.1866812,65.604515,-1.9771539,55.4809,1.8001548,57.964077,-3.0044112,93.71366,-1.8699358,40.150433,-0.7962682,49.73985,-3.0132642,62.977386,-0.43592533,57.064503,-2.00181,55.616142,-0.7466386,47.208878,-5.001238,46.481213,0.4510195,0.06904093,blues,genres_original/blues/blues.00010.wav
blues.00011,661500,0.36580706,0.102006614,0.065684564,0.0025005445,1353.3291189300635,511903.7112719809,1757.3310044069246,220219.0001763137,2882.31590436339,2932662.4647420235,0.04395891785990712,0.001896140560074861,6.7444307e-06,0.005014019,-1.26186505e-05,0.0006340412,161.4990234375,-287.92355,5935.973,123.97102,993.7331,5.4561224,302.10083,33.684544,344.13184,1.0892012,441.54025,14.704721,235.5728,-4.898606,149.25542,8.6532755,189.14641,0.7827977,148.787,6.5667357,114.19628,-4.87944,93.83295,-3.180659,84.24376,-5.557003,65.37901,-6.786621,60.80124,-2.6442327,55.526436,-2.9824317,54.493954,-3.3811383,39.859737,-1.8614974,46.854073,1.8359205,37.068073,-4.8965116,28.102959,0.3164388,0.076266065,blues,genres_original/blues/blues.00011.wav
blues.00012,661500,0.2693326,0.0939093,0.11902389,0.004056849,1361.1004062354928,257055.09867830525,1567.6007717770153,44930.8999666135,2739.791766187355,952584.560432031,0.06912392064144737,0.002381275203555497,-3.1577317e-06,0.012537252,-5.9395494e-05,0.002633793,184.5703125,-207.20874,4578.1455,132.79709,665.3489,-15.460706,935.92395,60.99486,330.60004,0.710241,314.05118,12.461279,101.190994,1.1609277,108.01185,-1.5278945,111.69128,-17.901815,96.419975,8.369234,94.78234,-2.4538186,139.7199,-0.5966888,92.63354,0.3688164,86.18086,2.6052277,53.75499,-5.193015,45.88703,-9.530149,69.32628,-9.2374,63.613003,-2.8406758,68.8618,-1.4114444,112.5796,-5.9310284,91.534615,0.4192811,0.07046682,blues,genres_original/blues/blues.00012.wav
blues.00013,661500,0.26472628,0.091170266,0.11318897,0.0041914484,1324.3317542217217,171640.59788434743,1827.3844642890322,78116.61799334495,2710.3669441152283,1075616.7903566298,0.051417300575657895,0.0012560154024389564,-1.289522e-05,0.012687887,-6.405301e-05,0.0016043237,107.666015625,-209.7822,1969.8452,124.46592,542.4456,10.285805,661.94165,47.030174,148.28586,6.4823856,101.97602,15.417021,146.30325,-2.010078,69.42921,6.735786,76.00194,-21.54862,96.43982,10.7284975,95.85311,-5.532432,90.72551,-2.2020378,59.21689,-3.0517268,52.38352,8.644019,71.82001,-0.31084582,68.63889,-0.63614476,88.63151,-2.9359381,97.457726,-1.706597,104.32184,-1.7654228,88.90184,-7.755964,113.95143,0.4679253,0.06813185,blues,genres_original/blues/blues.00013.wav
blues.00014,661500,0.32904086,0.1080476,0.06693625,0.0027087945,1172.2763008557504,147284.8039461873,1705.8583767615453,96366.98167102109,2345.777482071159,877026.8914307908,0.045045834945820436,0.0015610299115303048,-0.000117512456,0.0047170697,-0.00019976645,0.0012004697,151.99908088235293,-305.69858,8198.813,113.041626,681.4012,12.1149,1463.6697,45.039444,224.74265,17.739239,249.00208,14.59463,154.72269,4.1571283,157.6241,0.24009813,166.76405,-7.013088,97.56585,13.649845,76.86334,8.923058,89.99378,1.30169,62.739002,5.952128,64.35733,8.542282,76.047966,1.1171257,137.10913,0.58821875,67.64699,0.060077444,96.65096,-3.706519,65.65768,-1.001884,89.35328,-1.8044137,113.55593,0.46571398,0.070078306,blues,genres_original/blues/blues.00014.wav
blues.00015,661500,0.27034655,0.09533811,0.080638945,0.0028313373,1420.4114787701458,200099.333817745,1730.9171016184662,81321.46445136568,2930.240614569224,700506.7356681537,0.0637176797116873,0.0019420992387825483,-1.3981048e-05,0.004730059,-8.551142e-05,0.0023355586,103.359375,-238.53304,4382.781,120.08829,728.52594,-4.224556,979.5507,42.310043,383.17078,5.9163294,298.87708,13.914182,117.46454,5.3575773,119.66445,1.9037086,143.89613,-16.92988,89.88305,12.339311,76.274216,3.9409604,81.66872,-1.3906769,60.912006,0.014792109,60.609455,3.5804958,89.55493,-4.5049934,101.94872,-5.541951,77.47022,-6.8830776,93.63776,-4.8263903,65.747604,1.7385828,78.30476,-1.8840168,131.2145,0.46769848,0.067246445,blues,genres_original/blues/blues.00015.wav
blues.00016,661500,0.30829644,0.1003423,0.08141902,0.0026416704,1455.0424713768248,152403.6597899316,1825.9090251785306,116846.1112294237,3009.9651324859715,1011007.1606190647,0.061350725014512386,0.0014195843289450563,-2.4775567e-05,0.004509391,-0.000109080494,0.0024159974,198.76802884615384,-233.79489,4961.9673,120.66705,562.2368,-3.1675608,1208.0558,39.53927,396.44153,3.8588552,283.7276,18.839672,156.19809,-3.688917,100.37776,4.431845,111.57426,-14.975374,101.50374,17.571035,102.174225,1.8447447,108.61663,2.538607,66.41246,-1.2386857,65.0766,8.439363,65.01317,-0.20983851,59.155827,-3.9067852,77.80613,-4.478641,82.36954,-0.012232234,85.382,1.293265,83.646126,-2.0874293,100.742355,0.5147626,0.06314671,blues,genres_original/blues/blues.00016.wav
blues.00017,661500,0.30223948,0.09343901,0.09325911,0.0021518227,1088.7781161784512,231785.62640585093,1410.8359525015333,69785.77652661943,2134.7537581027477,1081844.543650769,0.04832397083010836,0.0008456542090873088,-1.1252725e-05,0.006768292,-7.804606e-05,0.0015242347,172.265625,-245.7541,5194.793,140.48093,800.78485,-2.7714393,795.81573,60.42012,360.8053,18.9254,234.98946,9.837099,99.75717,3.566577,118.610176,0.5361876,93.123634,-16.367361,129.03683,6.6298547,105.27246,7.269149,96.74039,-4.01573,71.34583,1.6074535,72.96798,5.898682,78.70367,-3.0176077,56.051174,-4.7748995,58.410374,-3.02707,65.67619,-1.9985331,64.96265,-0.05875893,62.87211,-3.9718897,64.753746,0.47877803,0.06268788,blues,genres_original/blues/blues.00017.wav
blues.00018,661500,0.2700793,0.09769909,0.07964064,0.002956753,1537.56091926741,193292.82604466332,2054.224165444145,145539.2296464107,3495.4621967516446,1829696.320142,0.056131935710139316,0.0017231547321391286,-4.415042e-05,0.00693781,-0.00020031023,0.0010435098,83.35433467741936,-252.51877,2874.9695,104.93698,604.2528,15.316828,661.88116,42.673477,162.58301,6.7626176,92.88925,21.623577,117.17877,-1.3132769,73.51759,5.691932,100.46526,-16.619516,125.3279,12.161626,123.602264,-1.96795,52.15249,1.969765,64.68708,-0.88895833,48.676605,7.771046,71.50581,2.3869517,101.93585,1.7799876,93.14768,1.3449866,131.86716,3.6371133,181.7868,4.9108076,151.7624,-2.6554039,96.51001,0.4645909,0.0764454,blues,genres_original/blues/blues.00018.wav
blues.00019,661500,0.2573595,0.09602576,0.09763429,0.0025787195,1195.4133983085592,249722.36479157957,1480.9442638678327,46905.40599706927,2235.2114839819565,1208625.5855992353,0.05887114817143963,0.0017991580841696208,-2.6828884e-05,0.00659974,-0.00016570014,0.002579626,123.046875,-236.6889,5581.0386,138.40428,536.6804,-4.9235754,1167.7819,47.647713,311.42264,5.152376,466.60547,8.895284,91.67126,0.4828562,98.10478,-3.801668,158.8907,-14.974891,77.30144,10.432587,104.572296,-0.35396186,134.39224,0.78834563,80.471214,1.7829305,78.01248,4.2302113,73.669174,-0.47101703,63.342747,-6.1056542,80.78577,-5.387077,95.52782,-1.3430609,92.688385,-3.7227933,72.5649,-4.362499,66.79816,0.44435194,0.06412288,blues,genres_original/blues/blues.00019.wav
blues.00020,661500,0.30279943,0.09436096,0.07535405,0.0024883724,1389.9522837601053,102922.35382313949,1911.3143992689456,88742.93355536558,3005.7401580338137,946450.7362797129,0.05256015080785604,0.0006156241764708421,-5.1688676e-06,0.00455997,-9.02318e-05,0.0014859334,135.99917763157896,-230.42657,2986.131,127.100525,397.42587,7.1453543,599.62573,39.784317,175.5543,1.9449425,115.78239,17.40534,100.240906,-5.639429,79.46398,8.25213,69.34811,-18.104383,59.99348,13.842513,72.72495,-3.760913,71.60434,2.5718598,74.565765,-4.3208055,62.636513,6.8123913,61.899128,-6.159839,60.672516,-6.2154546,49.643593,-4.5115924,52.815685,-1.8506043,72.64506,-0.5394865,94.17839,1.504397,73.87875,0.50149983,0.061461177,blues,genres_original/blues/blues.00020.wav
blues.00021,661500,0.3211421,0.10328489,0.101118095,0.00323196,1046.7275070203577,291681.5075579628,1480.5791610107556,70101.96387542863,1831.1222607875386,1349312.3117367646,0.04793735185274768,0.002331948338808487,-7.193584e-06,0.008324292,-7.782957e-05,0.0022123961,99.38401442307692,-264.67847,6345.582,138.85834,1002.2855,11.156023,1284.3696,48.538254,371.27933,14.895925,248.2447,20.584368,130.10916,3.205142,120.05549,1.262588,104.491005,-15.847021,95.40044,15.986576,85.191086,3.3616717,79.19172,-1.5137409,71.92619,1.892155,70.07035,6.3119216,68.553055,-0.99486226,82.19374,-2.4167242,89.57963,-3.6847513,93.97978,0.4993973,119.295204,5.050747,117.77329,-0.7867031,148.60565,0.4076164,0.07118826,blues,genres_original/blues/blues.00021.wav
blues.00022,661500,0.306442,0.09801651,0.1134315,0.0036868474,1156.202363121508,314244.4826296737,1497.7588839195867,59086.45163864029,2170.511875211639,1331126.0202191295,0.05861340218653251,0.002867745893127177,-8.819415e-06,0.009847831,-5.020787e-05,0.0031964558,95.703125,-233.85751,6495.1147,136.17209,959.6316,3.2713182,1162.2152,48.931213,384.2662,8.685134,304.38773,13.97951,165.42633,5.3548675,105.526024,0.39087018,127.749626,-13.504575,151.53041,16.856106,82.79495,5.130938,114.41353,-2.2318802,77.30098,3.9640331,65.94775,5.318362,83.33336,0.8122657,101.05715,-1.0979141,80.33737,-4.539752,78.6839,-2.434786,100.37828,3.313449,119.25773,-0.6142795,143.42169,0.44077477,0.067742534,blues,genres_original/blues/blues.00022.wav
blues.00023,661500,0.28072098,0.09116531,0.101914905,0.0035603042,1210.4571260262846,131830.44295279996,1498.0546093390135,51648.624336775116,2522.5430798604393,610244.5789439466,0.052482675841718264,0.0010882949479228713,-2.5611642e-05,0.00869768,-0.00011446145,0.0021013247,184.5703125,-227.26886,4148.341,137.7307,506.42682,-14.493466,1246.3402,63.555702,210.88124,5.612641,152.67918,11.98464,93.664665,1.885552,102.624985,-1.8633765,87.267296,-7.6205554,97.58157,-2.4471745,97.68808,-2.8867247,104.08181,-9.429529,87.9641,-10.923913,115.4956,3.5625575,68.98669,4.137706,77.07603,0.095543735,45.250446,-2.9725447,66.83941,-1.378875,82.56453,7.541176,93.44997,-3.0374627,74.076614,0.3896727,0.07124914,blues,genres_original/blues/blues.00023.wav
blues.00024,661500,0.26310807,0.09998005,0.08696161,0.0025120887,1120.3909802285903,176408.83617593607,1447.85262505518,53821.613989621714,2325.127606938129,1139107.8707744433,0.047297899937113,0.0010792057276398255,-6.846048e-06,0.0065581175,-9.831294e-05,0.0017152246,103.359375,-274.31186,5919.1855,130.41371,500.65375,-6.3928003,1342.4633,70.405014,311.40585,13.269141,230.56917,9.461284,155.49146,7.7256403,121.5168,-1.2474908,150.22716,-0.5775883,94.16158,-2.3025885,68.89306,3.783147,76.78567,0.08482328,73.574776,-0.93943614,126.72962,2.2965147,63.184307,4.2883782,69.64933,-1.6618618,47.919437,-10.444595,49.094513,-6.7975335,39.42272,-1.0660518,44.258194,-1.5959948,83.5063,0.36146235,0.078916095,blues,genres_original/blues/blues.00024.wav
blues.00025,661500,0.29098073,0.09107312,0.089179605,0.0031165641,1109.721378629315,138691.39699615442,1463.539070397656,37834.7185656505,2243.744765715702,838855.8213959961,0.05172493288022446,0.0013392907439446057,-6.9095454e-06,0.006755064,-4.6244686e-06,0.0017124071,92.28515625,-249.2894,3981.3381,130.98703,338.3749,0.67739,1580.2115,66.68578,298.57275,17.897806,183.4857,4.623737,173.33118,6.5983086,96.4496,1.24905,98.33234,1.4163893,75.7444,-1.579142,91.78507,-0.9626631,101.23713,-3.5719955,85.181595,-2.9279814,86.33532,4.596818,62.489933,7.478901,91.719864,-0.18313698,100.588234,-2.8253267,87.39922,-2.6788447,77.319824,0.7485471,75.997215,-0.5342603,67.66801,0.40629888,0.0628382,blues,genres_original/blues/blues.00025.wav
blues.00026,661500,0.27866605,0.095019594,0.076938555,0.0059182495,1198.7544985722175,161883.03479795574,1573.0851132732248,83785.46998640551,2478.8266775408765,991671.4782796679,0.051987591911764705,0.0014876887308098842,-3.1202e-05,0.008411982,-6.2686464e-05,0.001919674,83.35433467741936,-284.69736,6197.203,108.8052,676.24036,9.088283,1446.0851,51.22274,295.75232,18.091757,210.40501,7.612261,181.81789,8.779499,121.39312,2.362829,103.10532,0.005786057,93.51633,2.2509663,106.174225,4.2050996,84.32891,-3.293317,97.701706,1.6082983,68.53465,2.6657817,74.02867,3.3244853,91.34881,3.260079,115.49826,-4.558311,137.14719,0.47801903,105.82277,5.929787,140.53677,3.2283401,169.68779,0.36805984,0.07563507,blues,genres_original/blues/blues.00026.wav
blues.00027,661500,0.28870454,0.09416199,0.09572528,0.0021939378,1391.4439037459135,200153.14323670586,1494.8508338204401,43500.50391003021,2811.1413347462753,541210.865487979,0.07235897288602941,0.0025428603270127243,-1.30989565e-05,0.0077303383,-8.918051e-05,0.0015375036,92.28515625,-228.25066,2813.7727,130.3444,689.3132,-23.29129,927.4456,70.1721,396.89307,1.1422709,181.81033,7.6024475,153.58536,0.90993816,100.306114,1.9782512,88.57641,-6.167008,61.917263,-9.396024,85.992905,-2.5628407,107.9189,-4.5228944,59.02934,-0.26295036,67.83878,0.17933396,57.068455,-1.5074474,79.24757,1.4652513,80.53511,-6.9718475,65.00929,-8.32218,91.86661,4.2389526,119.76224,0.98148614,132.0349,0.3336146,0.07560459,blues,genres_original/blues/blues.00027.wav
blues.00028,661500,0.2760109,0.09885109,0.09958247,0.004105067,1115.5411952519341,105590.00027422988,1398.5093836910687,52819.38499842499,2290.3194840847523,638308.461004343,0.04802843217879257,0.0008170362000089285,-2.2953125e-06,0.008186068,-2.8950773e-05,0.0026291152,103.359375,-248.98674,4964.012,139.0672,398.1533,-16.2825,1166.4851,57.117985,328.96716,20.192654,158.3224,10.188038,133.31969,4.5439763,126.42127,0.3312791,118.3593,-7.8779507,69.86435,-3.4479153,68.50501,-2.646489,79.38818,-2.8313823,66.70068,-0.9021666,95.473785,-2.4017205,55.006294,2.567503,62.28276,-5.855444,46.45909,-12.398049,55.85461,-7.310066,37.52538,-0.9439507,48.639015,-2.6873753,86.725365,0.38086548,0.07595315,blues,genres_original/blues/blues.00028.wav
blues.00029,661500,0.280554,0.1056601,0.124669306,0.0048167133,1649.2877536970093,712532.7955774793,2190.221833503233,185313.28204096618,3761.610587388738,4160715.0657427623,0.05292636174535604,0.0032485986014382977,-1.3795054e-06,0.016770618,-2.3323398e-06,0.0013208729,129.19921875,-233.75082,3688.173,101.178276,885.6455,17.649765,375.47626,23.733782,219.35905,2.0820305,227.68556,25.941927,135.67427,-16.958853,339.3887,15.098037,113.49168,-22.278717,98.38819,4.3951244,122.584,-23.207405,167.40904,-6.057174,81.73057,-5.068858,80.94342,1.0673934,99.956245,-5.7853684,88.89909,-8.311131,84.26984,-11.389136,98.33858,-6.7279487,96.658005,-10.025587,73.93483,-14.032895,77.867134,0.33987042,0.08215254,blues,genres_original/blues/blues.00029.wav
blues.00030,661500,0.26312938,0.09437653,0.17003015,0.0031940818,1378.9657764881297,551395.1986909787,2003.5852163311847,269771.16076666064,3015.0567683642125,4576870.003627484,0.03937580120452786,0.0009461477223050415,1.642265e-06,0.027230939,5.386291e-06,0.0015355698,151.99908088235293,-206.96808,2024.88,117.792984,763.9998,23.23588,281.31088,28.297827,261.38812,-1.1239153,195.00304,18.862036,161.00206,-21.949682,212.00826,17.849985,137.38489,-25.585644,200.23984,2.1299253,103.03088,-17.794416,72.98914,-8.015903,60.389107,-17.607277,72.86487,-8.139437,85.65268,-8.648127,115.33906,-15.528326,85.82958,-15.317337,78.128654,-9.663829,97.28919,-10.0986805,55.275505,-17.833735,91.00573,0.30708697,0.084368415,blues,genres_original/blues/blues.00030.wav
blues.00031,661500,0.2536384,0.09931722,0.1515323,0.0031942243,1331.0365912698594,352283.5012324618,1973.6486462859361,234479.4171783562,2900.174129710478,3709681.5878652786,0.04296723829334365,0.0010965169375924686,-4.9368793e-07,0.023259873,1.5047856e-06,0.00085018395,151.99908088235293,-221.83113,2512.0027,110.83949,586.3444,18.616821,190.01866,30.920137,180.62456,3.295923,221.5046,22.587362,100.64535,-20.416351,318.4843,12.118737,114.580956,-26.350498,108.65063,-4.367485,102.306984,-26.413198,128.5556,-13.045098,107.55754,-12.654766,146.32326,-1.8243437,95.10137,-7.258695,110.87032,-6.661085,108.997314,-14.686605,103.24188,-11.720062,115.85706,-11.023768,118.57158,-13.388403,98.616684,0.279526,0.08223999,blues,genres_original/blues/blues.00031.wav
